"redshift","g.r","g.r_err","fracdeV","type"
0.0376,0.517,0.017,0.16,0
0.0727,0.587,0.02,0.12,0
0.0806,0.418,0.019,0.08,0
0.0715,0.486,0.031,0.15,0
0.0687,0.588,0.019,0,0
0.0604,0.494,0.018,0,0
0.059,0.518,0.018,0.19,0
0.0738,0.569,0.022,0.01,0
0.0407,0.539,0.016,0,0
0.0832,0.484,0.018,0.34,0
0.0373,0.604,0.015,0,0
0.0713,0.626,0.019,0.26,0
0.0604,0.632,0.015,0.38,0
0.0438,0.506,0.016,0,0
0.0496,0.503,0.017,0,0
0.0786,0.513,0.02,0.09,0
0.0825,0.578,0.017,0.17,0
0.0587,0.487,0.022,0.13,0
0.043,0.633,0.015,0.15,0
0.0347,0.529,0.016,0,0
0.0789,0.529,0.019,0.13,0
0.0594,0.558,0.02,0,0
0.0386,0.647,0.196,0.15,0
0.066,0.526,0.016,0,0
0.0637,0.514,0.017,0.1,0
0.0609,0.488,0.019,0.22,0
0.0656,0.545,0.021,0.2,0
0.0639,0.414,0.02,0.01,0
0.0552,0.329,0.017,0.31,0
0.0492,0.476,0.018,0.07,0
0.0305,0.545,0.023,0.15,0
0.0696,0.534,0.024,0.12,0
0.0816,0.533,0.017,0.36,0
0.0722,0.52,0.019,0.08,0
0.0825,0.427,0.02,0.02,0
0.0731,0.49,0.02,0,0
0.0406,0.613,0.015,0.36,0
0.0417,0.487,0.684,0.15,0
0.0308,0.505,0.014,0.43,0
0.0788,0.373,0.022,0.29,0
0.0395,0.526,0.018,0.2,0
0.077,0.286,0.023,0.32,0
0.0559,0.527,0.016,0.12,0
0.0512,0.514,0.018,0.06,0
0.0573,0.477,0.417,0.11,0
0.0689,0.416,0.022,0.08,0
0.064,0.596,0.017,0.38,0
0.0435,0.513,0.016,0.24,0
0.0793,0.535,0.027,0.12,0
0.0708,0.445,0.023,0.27,0
0.0621,0.568,0.017,0,0
0.0676,0.57,0.016,0.09,0
0.0827,0.33,0.02,0.34,0
0.0429,0.514,0.017,0,0
0.0823,0.597,0.019,0.21,0
0.0565,0.559,0.034,0.04,0
0.0618,0.497,0.024,0.01,0
0.0796,0.397,0.019,0.22,0
0.0756,0.566,0.023,0.39,0
0.0652,0.583,0.016,0.28,0
0.074,0.599,0.021,0,0
0.0639,0.579,0.018,0,0
0.0813,0.505,0.017,0.24,0
0.0463,0.601,0.016,0.08,0
0.0404,0.589,0.016,0,0
0.0516,0.42,0.016,0.08,0
0.0413,0.481,0.016,0,0
0.0479,0.526,0.018,0,0
0.0368,0.451,0.016,0.05,0
0.0623,0.501,0.016,0.1,0
0.0739,0.528,0.018,0.21,0
0.0306,0.51,0.016,0,0
0.0464,0.481,0.018,0.12,0
0.0661,0.371,0.024,0.13,0
0.0425,0.576,0.015,0.29,0
0.064,0.592,0.016,0.07,0
0.0611,0.539,0.021,0,0
0.0659,0.388,0.019,0.05,0
0.081,0.474,0.024,0.15,0
0.0733,0.429,0.028,0.07,0
0.0813,0.573,0.022,0.18,0
0.0849,0.441,0.034,0.44,0
0.0513,0.548,0.016,0.5,0
0.0716,0.561,0.018,0,0
0.0841,0.586,0.017,0,0
0.0461,0.56,0.018,0.1,0
0.0763,0.37,0.024,0,0
0.0754,0.451,0.018,0.4,0
0.0849,0.516,0.018,0.32,0
0.0808,0.43,0.023,0.21,0
0.0728,0.634,0.017,0.4,0
0.0789,0.533,0.02,0.35,0
0.0675,0.559,0.017,0.28,0
0.0832,0.596,0.02,0.15,0
0.0733,0.497,0.025,0,0
0.0747,0.475,0.016,0.12,0
0.0411,0.55,0.019,0.13,0
0.0844,0.576,0.024,0.1,0
0.0712,0.404,0.023,0.16,0
0.0838,0.503,0.02,0,0
0.0433,0.357,0.018,0,0
0.0351,0.589,0.015,0.16,0
0.0419,0.523,0.032,0.01,0
0.0486,0.408,0.016,0.42,0
0.046,0.487,0.017,0.36,0
0.0501,0.555,0.017,0.15,0
0.039,0.382,0.019,0.12,0
0.0557,0.558,0.018,0,0
0.0831,0.658,0.017,0.46,0
0.0767,0.551,0.02,0.48,0
0.061,0.593,0.017,0.07,0
0.0595,0.427,0.025,0.31,0
0.0317,0.64,0.015,0.3,0
0.0397,0.58,0.015,0.22,0
0.0481,0.556,0.019,0.34,0
0.0824,0.493,0.019,0,0
0.0575,0.568,0.019,0,0
0.0469,0.484,0.015,0,0
0.0806,0.438,0.018,0.32,0
0.0532,0.428,0.018,0.09,0
0.0822,0.553,0.022,0.11,0
0.082,0.414,0.019,0.14,0
0.0345,0.349,0.016,0.33,0
0.0362,0.495,0.016,0.22,0
0.0398,0.557,0.015,0.36,0
0.0679,0.391,0.027,0.05,0
0.0585,0.613,0.015,0.24,0
0.0535,0.472,0.017,0.48,0
0.0743,0.485,0.021,0,0
0.0801,0.424,0.035,0.26,0
0.0556,0.459,0.017,0.04,0
0.0646,0.547,0.022,0.05,0
0.0823,0.453,0.046,0.27,0
0.0713,0.514,0.021,0.32,0
0.0691,0.277,0.033,0.3,0
0.0334,0.407,0.016,0.14,0
0.0614,0.476,0.017,0.45,0
0.0532,0.481,0.02,0.02,0
0.0741,0.565,0.019,0.47,0
0.0394,0.443,0.017,0.04,0
0.082,0.594,0.019,0.01,0
0.0768,0.434,0.021,0.46,0
0.0722,0.57,0.019,0.02,0
0.0793,0.608,0.016,0.47,0
0.0809,0.568,0.019,0.35,0
0.0642,0.416,0.022,0.16,0
0.0844,0.519,0.02,0,0
0.0448,0.512,0.094,0.21,0
0.0846,0.506,0.018,0,0
0.0413,0.532,0.019,0.41,0
0.0312,0.597,0.017,0.22,0
0.0507,0.533,0.016,0,0
0.0608,0.487,0.016,0.04,0
0.075,0.58,0.021,0.36,0
0.0793,0.47,0.018,0.36,0
0.0699,0.408,0.016,0.03,0
0.0818,0.66,0.018,0.39,0
0.0657,0.438,0.029,0.14,0
0.0464,0.404,0.016,0.26,0
0.0504,0.61,0.016,0.48,0
0.0563,0.584,0.017,0.26,0
0.0317,0.516,0.015,0.05,0
0.0744,0.589,0.02,0,0
0.0307,0.487,0.015,0.22,0
0.0414,0.542,0.015,0.02,0
0.0344,0.376,0.017,0,0
0.0577,0.477,0.024,0.12,0
0.0714,0.473,0.017,0.05,0
0.069,0.597,0.016,0.29,0
0.0704,0.34,0.019,0,0
0.0685,0.474,0.025,0.05,0
0.0764,0.634,0.018,0.46,0
0.0658,0.501,0.021,0.03,0
0.0805,0.532,0.017,0.02,0
0.0823,0.499,0.018,0.03,0
0.0838,0.406,0.034,0,0
0.0627,0.637,0.017,0.45,0
0.0651,0.415,0.02,0,0
0.0666,0.496,0.018,0,0
0.0817,0.54,0.017,0,0
0.0771,0.433,0.021,0.12,0
0.041,0.467,0.019,0.08,0
0.0727,0.593,0.018,0.11,0
0.0701,0.394,0.029,0.21,0
0.0826,0.595,0.017,0,0
0.0803,0.493,0.017,0.2,0
0.0535,0.647,0.023,0.28,0
0.0641,0.371,0.02,0,0
0.0702,0.546,0.017,0.26,0
0.0802,0.37,0.24,0.01,0
0.0656,0.562,0.022,0.3,0
0.0661,0.619,0.017,0.13,0
0.0837,0.401,0.023,0.08,0
0.0544,0.436,0.021,0,0
0.0372,0.499,0.017,0.15,0
0.0626,0.624,0.02,0.11,0
0.0736,0.436,0.025,0,0
0.0361,0.572,0.016,0.31,0
0.0584,0.375,0.024,0.14,0
0.0351,0.535,0.017,0.18,0
0.0652,0.556,0.016,0.17,0
0.0651,0.538,0.019,0.05,0
0.0824,0.615,0.019,0.14,0
0.0647,0.619,0.015,0.14,0
0.0721,0.667,0.017,0.13,0
0.0681,0.432,0.017,0.28,0
0.0538,0.586,0.015,0.35,0
0.0593,0.523,0.019,0.12,0
0.0497,0.572,0.016,0.13,0
0.0634,0.607,0.02,0,0
0.0481,0.566,0.016,0.02,0
0.0789,0.575,0.023,0,0
0.0341,0.513,0.015,0,0
0.0469,0.393,0.017,0.18,0
0.0809,0.57,0.02,0.1,0
0.0748,0.577,0.018,0,0
0.0654,0.585,0.015,0.22,0
0.0306,0.491,0.014,0.07,0
0.0497,0.58,0.016,0.11,0
0.0754,0.566,0.018,0,0
0.0718,0.612,0.016,0.22,0
0.0499,0.447,0.028,0.08,0
0.0722,0.477,0.02,0.02,0
0.0761,0.281,0.021,0.14,0
0.0652,0.647,0.016,0.37,0
0.0467,0.658,0.015,0.29,0
0.0843,0.47,0.024,0,0
0.0849,0.442,0.022,0.08,0
0.0677,0.6,0.022,0.15,0
0.0772,0.583,0.019,0,0
0.0834,0.61,0.017,0.14,0
0.0534,0.464,0.016,0.23,0
0.0657,0.596,0.015,0.11,0
0.0441,0.439,0.017,0.04,0
0.036,0.569,0.015,0.21,0
0.0805,0.406,0.024,0.06,0
0.037,0.561,0.177,0.16,0
0.0671,0.452,0.016,0.5,0
0.0472,0.414,0.018,0.05,0
0.0732,0.536,0.016,0,0
0.0362,0.484,0.016,0,0
0.0769,0.413,0.02,0.18,0
0.0778,0.416,0.018,0.15,0
0.0479,0.411,0.018,0.08,0
0.0393,0.528,0.016,0.46,0
0.0548,0.271,0.019,0.1,0
0.038,0.539,0.015,0.43,0
0.0676,0.362,0.024,0.25,0
0.0378,0.524,0.016,0.41,0
0.0526,0.494,0.016,0.25,0
0.0359,0.528,0.019,0.36,0
0.0835,0.535,0.015,0.05,0
0.0828,0.476,0.026,0.04,0
0.0647,0.587,0.019,0.26,0
0.0779,0.353,0.025,0,0
0.0693,0.587,0.017,0.23,0
0.0674,0.54,0.024,0.46,0
0.0357,0.489,0.016,0.06,0
0.083,0.529,0.017,0.12,0
0.0351,0.496,0.021,0.11,0
0.0619,0.51,0.018,0,0
0.0612,0.488,0.017,0.04,0
0.0605,0.539,0.019,0.05,0
0.0319,0.587,0.018,0.06,0
0.0392,0.482,0.016,0.34,0
0.0659,0.525,0.015,0,0
0.07,0.322,0.017,0.24,0
0.0832,0.529,0.024,0.02,0
0.0492,0.533,0.018,0.21,0
0.0521,0.531,0.015,0.05,0
0.0445,0.625,0.019,0.08,0
0.0626,0.522,0.02,0,0
0.0666,0.453,0.021,0,0
0.0738,0.379,0.03,0.27,0
0.0654,0.478,0.02,0,0
0.0783,0.598,0.018,0,0
0.0568,0.544,0.017,0.29,0
0.0606,0.491,0.017,0.31,0
0.049,0.573,0.017,0.13,0
0.0637,0.591,0.02,0.19,0
0.0625,0.514,0.021,0,0
0.0603,0.473,0.021,0.2,0
0.0702,0.624,0.018,0.16,0
0.0681,0.56,0.018,0.1,0
0.0545,0.331,0.023,0.22,0
0.054,0.518,0.019,0.16,0
0.0426,0.463,0.02,0.12,0
0.0732,0.543,0.019,0.18,0
0.0328,0.412,0.02,0.01,0
0.0343,0.59,0.017,0.25,0
0.0403,0.567,0.018,0,0
0.036,0.509,0.017,0,0
0.0373,0.501,0.018,0.48,0
0.0606,0.48,0.018,0.06,0
0.059,0.563,0.017,0.33,0
0.0517,0.463,0.021,0.4,0
0.0843,0.462,0.024,0.01,0
0.0366,0.571,0.015,0.08,0
0.082,0.656,0.017,0.38,0
0.0618,0.605,0.018,0.15,0
0.0749,0.513,0.021,0.08,0
0.0548,0.534,0.016,0.09,0
0.0628,0.518,0.023,0,0
0.0433,0.52,0.017,0.36,0
0.0658,0.42,0.021,0.17,0
0.0492,0.566,0.015,0.33,0
0.0798,0.401,0.018,0.32,0
0.0825,0.602,0.017,0,0
0.0556,0.535,0.015,0.16,0
0.0676,0.575,0.016,0,0
0.0633,0.496,0.021,0,0
0.056,0.551,0.017,0.12,0
0.0698,0.525,0.019,0,0
0.0844,0.556,0.017,0.23,0
0.0636,0.522,0.017,0.29,0
0.0544,0.544,0.015,0,0
0.0782,0.599,0.019,0.17,0
0.0558,0.561,0.015,0.33,0
0.0724,0.474,0.035,0.28,0
0.0428,0.582,0.015,0.39,0
0.063,0.364,0.016,0.18,0
0.0681,0.613,0.017,0.34,0
0.0355,0.518,0.016,0.3,0
0.077,0.572,0.017,0.23,0
0.0781,0.447,0.018,0.01,0
0.0795,0.448,0.02,0.09,0
0.0472,0.495,0.016,0.12,0
0.0422,0.537,0.04,0.22,0
0.0357,0.509,0.019,0.02,0
0.0368,0.528,0.407,0,0
0.0588,0.492,0.021,0,0
0.0318,0.493,0.015,0,0
0.0674,0.56,0.016,0.48,0
0.0406,0.435,0.019,0.29,0
0.0367,0.581,0.016,0.05,0
0.0485,0.464,0.021,0.32,0
0.0556,0.335,0.019,0.31,0
0.0705,0.348,0.021,0.41,0
0.0481,0.539,0.015,0.07,0
0.0665,0.537,0.034,0.08,0
0.0651,0.646,0.015,0.38,0
0.0617,0.453,0.019,0.2,0
0.0505,0.541,0.024,0.13,0
0.04,0.465,0.022,0.11,0
0.0595,0.433,0.027,0.1,0
0.0537,0.496,0.02,0.38,0
0.0649,0.454,0.024,0,0
0.0638,0.529,0.018,0.17,0
0.0607,0.489,0.016,0,0
0.048,0.596,0.018,0.12,0
0.0605,0.468,0.024,0.12,0
0.0726,0.511,0.017,0.45,0
0.0803,0.645,0.022,0.46,0
0.0368,0.56,0.015,0.35,0
0.0831,0.481,0.034,0,0
0.0648,0.596,0.027,0,0
0.072,0.338,0.025,0.21,0
0.0845,0.434,0.022,0.08,0
0.0341,0.545,0.015,0.09,0
0.0527,0.623,0.015,0.48,0
0.0838,0.666,0.019,0.13,0
0.0726,0.476,0.021,0.07,0
0.077,0.521,0.02,0.02,0
0.0439,0.647,0.016,0.35,0
0.0444,0.619,0.017,0.32,0
0.077,0.452,0.022,0,0
0.0343,0.6,0.016,0,0
0.0621,0.475,0.025,0.03,0
0.0518,0.564,0.02,0.17,0
0.0676,0.45,0.019,0.33,0
0.0843,0.531,0.018,0,0
0.0497,0.596,0.017,0.27,0
0.0787,0.482,0.019,0,0
0.0516,0.579,0.016,0.07,0
0.0729,0.57,0.016,0,0
0.0831,0.552,0.027,0.4,0
0.077,0.529,0.035,0.12,0
0.0522,0.542,0.015,0.3,0
0.0523,0.638,0.017,0.01,0
0.0728,0.621,0.017,0.34,0
0.0517,0.405,0.018,0.17,0
0.0532,0.659,0.016,0.04,0
0.0613,0.541,0.016,0,0
0.0721,0.486,0.017,0.21,0
0.0363,0.538,0.016,0.22,0
0.052,0.504,0.019,0,0
0.0816,0.532,0.019,0,0
0.061,0.532,0.016,0,0
0.0831,0.657,0.018,0.45,0
0.0843,0.664,0.021,0.31,0
0.061,0.596,0.017,0,0
0.0541,0.575,0.017,0.02,0
0.0488,0.314,0.018,0.3,0
0.0826,0.511,0.018,0.08,0
0.0646,0.415,0.029,0.23,0
0.0646,0.597,0.016,0.01,0
0.0709,0.644,0.016,0.43,0
0.0812,0.577,0.03,0.08,0
0.0455,0.597,0.015,0.49,0
0.0728,0.581,0.025,0,0
0.0496,0.453,0.016,0.04,0
0.0738,0.451,0.02,0.09,0
0.0516,0.511,0.016,0.3,0
0.0577,0.393,0.02,0.14,0
0.0688,0.569,0.017,0.24,0
0.0577,0.469,0.018,0.01,0
0.0701,0.418,0.017,0.11,0
0.0723,0.554,0.022,0,0
0.0597,0.461,0.022,0,0
0.0316,0.566,0.015,0.12,0
0.0598,0.559,0.019,0,0
0.0479,0.562,0.015,0.2,0
0.0629,0.518,0.022,0.19,0
0.0841,0.509,0.023,0.09,0
0.0699,0.567,0.016,0,0
0.081,0.453,0.02,0.17,0
0.0642,0.488,0.017,0.03,0
0.067,0.558,0.024,0.27,0
0.064,0.584,0.026,0.06,0
0.0359,0.494,0.015,0.1,0
0.0398,0.497,0.015,0.24,0
0.0346,0.461,0.02,0.02,0
0.037,0.45,0.018,0.4,0
0.0422,0.625,0.016,0.3,0
0.0685,0.583,0.018,0,0
0.0335,0.507,0.015,0.22,0
0.0721,0.603,0.017,0.22,0
0.0732,0.411,0.021,0,0
0.0696,0.478,0.017,0.12,0
0.0341,0.542,0.015,0,0
0.0545,0.588,0.019,0.29,0
0.0693,0.56,0.019,0.01,0
0.0399,0.428,0.017,0.07,0
0.0602,0.46,0.022,0.02,0
0.0669,0.487,0.019,0.13,0
0.0728,0.597,0.02,0.31,0
0.0848,0.533,0.028,0.46,0
0.0556,0.59,0.015,0.11,0
0.0804,0.458,0.021,0.41,0
0.0416,0.527,0.027,0,0
0.079,0.601,0.019,0.23,0
0.0729,0.601,0.026,0.17,0
0.0568,0.632,0.016,0.4,0
0.0517,0.497,0.017,0.19,0
0.0611,0.37,0.047,0.15,0
0.0791,0.575,0.018,0.11,0
0.0761,0.623,0.016,0.1,0
0.0823,0.586,0.017,0.26,0
0.0732,0.363,0.018,0.24,0
0.0615,0.5,0.018,0.05,0
0.0408,0.439,0.016,0.07,0
0.0407,0.557,0.015,0.4,0
0.0725,0.671,0.017,0.23,0
0.0483,0.539,0.015,0.01,0
0.0566,0.45,0.021,0.04,0
0.0844,0.42,0.027,0.16,0
0.0471,0.632,0.015,0.21,0
0.053,0.626,0.017,0.03,0
0.0484,0.636,0.022,0.38,0
0.073,0.464,0.019,0.02,0
0.077,0.345,0.025,0.48,0
0.0375,0.576,0.016,0.41,0
0.039,0.564,0.015,0.46,0
0.0546,0.618,0.016,0.33,0
0.0343,0.503,0.016,0.35,0
0.0754,0.437,0.02,0,0
0.054,0.443,0.017,0.37,0
0.0667,0.378,0.027,0.34,0
0.0772,0.463,0.017,0.17,0
0.0384,0.501,0.016,0,0
0.0567,0.594,0.016,0.24,0
0.036,0.584,0.016,0.28,0
0.0765,0.502,0.018,0.03,0
0.077,0.324,0.051,0.48,0
0.0607,0.457,0.025,0.19,0
0.0845,0.502,0.02,0.24,0
0.0832,0.533,0.846,0,0
0.0542,0.585,0.02,0.02,0
0.0752,0.605,0.016,0,0
0.0685,0.475,0.017,0.07,0
0.0735,0.626,0.016,0.27,0
0.0751,0.626,0.018,0.11,0
0.0433,0.422,0.017,0.19,0
0.049,0.426,0.016,0,0
0.0684,0.469,0.017,0.09,0
0.0447,0.631,0.058,0.45,0
0.0753,0.481,0.016,0.16,0
0.0708,0.524,0.041,0.45,0
0.0373,0.604,0.016,0.23,0
0.0659,0.417,0.025,0.2,0
0.072,0.568,0.018,0.09,0
0.0791,0.47,0.041,0.46,0
0.0439,0.537,0.017,0.28,0
0.0565,0.572,0.016,0,0
0.0763,0.409,0.02,0.03,0
0.0753,0.516,0.017,0,0
0.0805,0.588,0.064,0.39,0
0.0829,0.587,0.021,0.08,0
0.0729,0.57,0.016,0.31,0
0.0597,0.581,0.015,0.43,0
0.0816,0.381,0.026,0.05,0
0.0596,0.511,0.067,0.39,0
0.0568,0.555,0.017,0,0
0.0613,0.534,0.024,0.01,0
0.0459,0.486,0.018,0.07,0
0.0497,0.448,0.091,0.37,0
0.0612,0.548,0.016,0.08,0
0.0686,0.482,0.018,0.15,0
0.0649,0.442,0.02,0,0
0.0441,0.564,0.015,0.43,0
0.0672,0.571,0.018,0,0
0.0591,0.577,0.017,0.26,0
0.0723,0.589,0.017,0.13,0
0.0741,0.625,0.016,0.07,0
0.06,0.583,0.015,0.06,0
0.0621,0.645,0.016,0.23,0
0.0317,0.469,0.016,0.24,0
0.0652,0.425,0.022,0.06,0
0.0834,0.346,0.026,0.07,0
0.0402,0.404,0.016,0.32,0
0.0689,0.426,0.021,0.05,0
0.0827,0.635,0.018,0.27,0
0.0696,0.499,0.019,0.07,0
0.0438,0.377,0.02,0.22,0
0.0529,0.542,0.02,0.43,0
0.0548,0.474,0.018,0.35,0
0.0616,0.639,0.016,0.33,0
0.061,0.507,0.018,0.07,0
0.0727,0.589,0.019,0.25,0
0.0697,0.394,0.03,0,0
0.076,0.424,0.027,0.11,0
0.042,0.61,0.015,0.06,0
0.055,0.416,0.02,0,0
0.0756,0.442,0.018,0.05,0
0.0593,0.474,0.024,0,0
0.0718,0.443,0.015,0.28,0
0.0718,0.479,0.019,0.03,0
0.0349,0.524,0.017,0.26,0
0.0621,0.484,0.019,0.26,0
0.0617,0.505,0.016,0.1,0
0.0452,0.472,0.019,0.06,0
0.0608,0.636,0.017,0.17,0
0.0577,0.584,0.015,0.37,0
0.0689,0.5,0.019,0.36,0
0.0746,0.608,0.017,0.35,0
0.0617,0.536,0.016,0.27,0
0.0413,0.497,0.016,0,0
0.0469,0.418,0.016,0.17,0
0.0574,0.471,0.019,0,0
0.0403,0.505,0.02,0.37,0
0.0788,0.652,0.018,0.33,0
0.0426,0.634,0.016,0.05,0
0.0632,0.599,0.018,0,0
0.08,0.378,0.025,0.2,0
0.0825,0.514,0.016,0.05,0
0.0309,0.39,0.017,0.15,0
0.0488,0.465,0.017,0.24,0
0.0571,0.514,0.019,0,0
0.0406,0.535,0.016,0.24,0
0.0583,0.449,0.024,0.11,0
0.0597,0.536,0.016,0,0
0.0637,0.548,0.019,0,0
0.0638,0.601,0.015,0.39,0
0.0485,0.577,0.016,0.19,0
0.0621,0.556,0.016,0.01,0
0.0582,0.545,0.019,0,0
0.0601,0.538,0.018,0.29,0
0.0735,0.441,0.032,0.03,0
0.0449,0.501,0.017,0.08,0
0.0757,0.497,0.018,0.21,0
0.0729,0.505,0.029,0.11,0
0.0706,0.574,0.018,0,0
0.0799,0.523,0.016,0,0
0.0823,0.597,0.016,0.28,0
0.0678,0.443,0.019,0,0
0.0371,0.642,0.015,0.04,0
0.0429,0.471,0.018,0,0
0.0609,0.619,0.017,0.33,0
0.0632,0.574,0.017,0.31,0
0.0726,0.584,0.017,0.4,0
0.0777,0.574,0.018,0.23,0
0.0768,0.411,0.021,0.41,0
0.0593,0.639,0.02,0.24,0
0.0839,0.415,0.027,0,0
0.0326,0.556,0.015,0.29,0
0.0309,0.613,0.017,0,0
0.0614,0.631,0.015,0.09,0
0.0637,0.344,0.221,0.43,0
0.0423,0.646,0.015,0.31,0
0.0525,0.435,0.022,0.02,0
0.0615,0.459,0.017,0.27,0
0.0522,0.527,0.02,0,0
0.0632,0.436,0.027,0.03,0
0.0548,0.491,0.022,0,0
0.0844,0.597,0.018,0.48,0
0.0624,0.509,0.016,0.1,0
0.0786,0.378,0.022,0,0
0.0664,0.612,0.092,0,0
0.0404,0.507,0.015,0,0
0.0795,0.469,0.016,0.46,0
0.0768,0.576,0.017,0.25,0
0.0454,0.591,0.015,0.13,0
0.063,0.494,0.018,0,0
0.0647,0.409,0.028,0.19,0
0.0843,0.344,0.028,0.15,0
0.0644,0.673,0.016,0.33,0
0.084,0.564,0.021,0.07,0
0.0602,0.633,0.017,0.24,0
0.065,0.457,0.017,0.1,0
0.073,0.655,0.017,0.44,0
0.0817,0.521,0.022,0,0
0.0387,0.546,0.017,0.01,0
0.0763,0.559,0.017,0.03,0
0.079,0.455,0.023,0.03,0
0.0673,0.26,0.03,0.14,0
0.0721,0.642,0.016,0.13,0
0.0826,0.45,0.022,0,0
0.0635,0.458,0.022,0.14,0
0.0433,0.49,0.016,0,0
0.0791,0.53,0.025,0.05,0
0.0696,0.457,0.022,0,0
0.0632,0.478,0.02,0.19,0
0.0577,0.439,0.019,0.24,0
0.0614,0.438,0.017,0,0
0.0793,0.597,0.018,0.08,0
0.081,0.467,0.017,0.25,0
0.0798,0.455,0.018,0.13,0
0.0546,0.527,0.017,0.14,0
0.0726,0.505,0.017,0.04,0
0.0721,0.541,0.016,0,0
0.0583,0.387,0.016,0.08,0
0.0768,0.284,0.028,0.1,0
0.0344,0.545,0.016,0.04,0
0.0437,0.515,0.018,0.14,0
0.0651,0.53,0.016,0.13,0
0.0489,0.434,0.106,0.01,0
0.0405,0.428,0.016,0.08,0
0.0773,0.569,0.016,0.33,0
0.0388,0.6,0.015,0.12,0
0.0366,0.579,0.016,0,0
0.0322,0.508,0.015,0.19,0
0.0713,0.609,0.016,0.31,0
0.0783,0.435,0.023,0.14,0
0.0609,0.482,0.016,0.28,0
0.044,0.63,0.018,0.34,0
0.0624,0.59,0.019,0,0
0.0503,0.517,0.017,0,0
0.0793,0.6,0.022,0.09,0
0.0758,0.542,0.019,0.21,0
0.0708,0.587,0.017,0,0
0.0619,0.459,0.021,0.42,0
0.0682,0.558,0.016,0.22,0
0.0802,0.594,0.019,0.01,0
0.0767,0.42,0.016,0,0
0.0619,0.581,0.016,0.05,0
0.082,0.518,0.017,0.35,0
0.036,0.609,0.015,0.34,0
0.0546,0.411,0.022,0.38,0
0.031,0.572,0.015,0.36,0
0.0405,0.497,0.015,0.16,0
0.0618,0.5,0.021,0,0
0.0487,0.481,0.016,0.16,0
0.0375,0.495,0.016,0.03,0
0.0598,0.574,0.167,0.09,0
0.0602,0.54,0.075,0,0
0.0757,0.444,0.022,0,0
0.0785,0.584,0.017,0.34,0
0.0539,0.487,0.017,0.15,0
0.0606,0.624,0.015,0.35,0
0.0623,0.625,0.018,0.26,0
0.0633,0.461,0.022,0.12,0
0.0634,0.512,0.018,0.35,0
0.0719,0.335,0.019,0.19,0
0.0549,0.547,0.015,0.34,0
0.0673,0.544,0.02,0.01,0
0.0524,0.593,0.016,0.48,0
0.0555,0.577,0.016,0.23,0
0.0503,0.609,0.018,0.1,0
0.0788,0.487,0.023,0,0
0.0553,0.601,0.054,0.24,0
0.0825,0.543,0.016,0.13,0
0.0604,0.427,0.018,0,0
0.0846,0.546,0.033,0.12,0
0.0644,0.544,0.022,0.23,0
0.0662,0.414,0.018,0.13,0
0.0614,0.568,0.016,0.46,0
0.0614,0.444,0.05,0.04,0
0.048,0.545,0.017,0.09,0
0.0752,0.626,0.023,0,0
0.0325,0.65,0.031,0.45,0
0.0621,0.629,0.02,0.18,0
0.0383,0.552,0.202,0.3,0
0.0605,0.619,0.018,0.14,0
0.078,0.49,0.072,0.27,0
0.0734,0.63,0.017,0.1,0
0.0522,0.544,0.019,0,0
0.0683,0.589,0.019,0.16,0
0.0467,0.537,0.017,0,0
0.078,0.668,0.017,0.49,0
0.0466,0.535,0.016,0.09,0
0.042,0.6,0.017,0.12,0
0.0806,0.586,0.022,0.14,0
0.0723,0.503,0.016,0,0
0.0775,0.658,0.016,0.38,0
0.0333,0.371,0.015,0.27,0
0.0645,0.42,0.027,0.2,0
0.0747,0.518,0.017,0.33,0
0.0628,0.569,0.018,0.07,0
0.0523,0.551,0.018,0,0
0.0632,0.5,0.019,0.02,0
0.0549,0.606,0.019,0,0
0.0509,0.537,0.016,0.01,0
0.0802,0.297,0.023,0,0
0.0634,0.308,0.024,0.5,0
0.0641,0.548,0.019,0.2,0
0.0811,0.504,0.02,0.15,0
0.0728,0.551,0.023,0,0
0.0612,0.459,0.019,0.1,0
0.0731,0.662,0.016,0.47,0
0.0815,0.562,0.023,0.18,0
0.0568,0.496,0.019,0.17,0
0.0521,0.373,0.02,0.39,0
0.0833,0.568,0.022,0.31,0
0.0643,0.527,0.019,0.41,0
0.0763,0.546,0.019,0.43,0
0.0333,0.567,0.015,0.49,0
0.0703,0.636,0.018,0.48,0
0.0717,0.497,0.02,0,0
0.0607,0.366,0.025,0.4,0
0.0642,0.491,0.019,0.04,0
0.0643,0.639,0.016,0.45,0
0.0508,0.402,0.017,0.19,0
0.0433,0.409,0.017,0.02,0
0.0542,0.588,0.016,0.38,0
0.0728,0.539,0.016,0.24,0
0.0783,0.56,0.018,0.46,0
0.0552,0.455,0.145,0.14,0
0.0394,0.412,0.019,0.07,0
0.0622,0.409,0.022,0.07,0
0.075,0.433,0.03,0.19,0
0.0518,0.577,0.015,0.43,0
0.0637,0.544,0.015,0.09,0
0.0793,0.423,0.03,0.1,0
0.0696,0.605,0.133,0.23,0
0.0359,0.553,0.015,0.11,0
0.0752,0.616,0.017,0.29,0
0.0768,0.471,0.021,0.04,0
0.0636,0.545,0.017,0.1,0
0.0794,0.509,0.019,0.1,0
0.0657,0.515,0.018,0.27,0
0.0824,0.411,0.037,0.42,0
0.0687,0.599,0.018,0.47,0
0.0677,0.615,0.018,0.04,0
0.0801,0.477,0.023,0.15,0
0.073,0.553,0.019,0,0
